"","X","LRR","var.LRR","col","scale","pr.st","Source","System"
"11",4.947660495,0.522645719,0.348414378,"darkblue",1.00763399698337,0.13380575743028,"Baden&&2010","M"
"12",4.947660495,0.969779417,0.236375457,"darkblue",1.00541781801532,0.13380575743028,"Baden&&2010","M"
"13",4.947660495,-3.028867043,1.537884805,"darkblue",1.02379066910113,0.13380575743028,"Baden&&2010","M"
"14",4.947660495,1.179255754,0.428941146,"darkblue",1.00911589894223,0.13380575743028,"Baden&&2010","M"
"15",4.947660495,0.458938117,0.75696352,"darkblue",1.01439550305203,0.13380575743028,"Baden&&2010","M"
"16",4.947660495,-3.157291839,1.396619441,"darkblue",1.02232748224638,0.13380575743028,"Baden&&2010","M"
"17",4.947660495,1.1352355,0.117679146,"darkblue",1.00283925302539,0.13380575743028,"Baden&&2010","M"
"18",4.947660495,0.772887591,0.661728889,"darkblue",1.01297174500582,0.13380575743028,"Baden&&2010","M"
"19",4.947660495,-0.649287227,0.097127987,"darkblue",1.00236511825112,0.13380575743028,"Baden&&2010","M"
"20",4.947660495,0.277024959,0.282212735,"darkblue",1.00634785142847,0.13380575743028,"Baden&&2010","M"
"21",4.947660495,0.633521679,0.140020817,"darkblue",1.00334490597101,0.13380575743028,"Baden&&2010","M"
"22",4.947660495,0.387886351,0.516053452,"darkblue",1.01062775574425,0.13380575743028,"Baden&&2010","M"
